,HomeTeam,AwayTeam,FTR,PredictedFTR
5266,Crystal Palace,Aston Villa,H,
5267,Fulham,Norwich,H,
5268,Southampton,Cardiff,NH,
5269,Stoke,Newcastle,H,
5270,Sunderland,Everton,NH,
5271,West Brom,Tottenham,NH,
5272,Liverpool,Man City,H,
5273,Swansea,Chelsea,NH,
5274,Arsenal,West Ham,H,
5275,Everton,Crystal Palace,NH,
5276,Man City,Sunderland,NH,
5277,Aston Villa,Southampton,NH,
5278,Cardiff,Stoke,NH,
5279,Chelsea,Sunderland,NH,
5280,Newcastle,Swansea,NH,
5281,Tottenham,Fulham,H,
5282,West Ham,Crystal Palace,NH,
5283,Everton,Man United,H,
5284,Hull,Arsenal,NH,
5285,Norwich,Liverpool,NH,
5286,Man City,West Brom,H,
5287,Fulham,Hull,NH,
5288,Man United,Norwich,H,
5289,Southampton,Everton,H,
5290,Stoke,Tottenham,NH,
5291,Swansea,Aston Villa,H,
5292,West Brom,West Ham,H,
5293,Crystal Palace,Man City,NH,
5294,Liverpool,Chelsea,NH,
5295,Sunderland,Cardiff,H,
5296,Arsenal,Newcastle,H,
5297,Aston Villa,Hull,H,
5298,Man United,Sunderland,NH,
5299,Newcastle,Cardiff,H,
5300,Stoke,Fulham,H,
5301,Swansea,Southampton,NH,
5302,West Ham,Tottenham,H,
5303,Everton,Man City,NH,
5304,Arsenal,West Brom,H,
5305,Chelsea,Norwich,NH,
5306,Crystal Palace,Liverpool,NH,
5307,Man United,Hull,H,
5308,Man City,Aston Villa,H,
5309,Sunderland,West Brom,H,
5310,Cardiff,Chelsea,NH,
5311,Fulham,Crystal Palace,NH,
5312,Hull,Everton,NH,
5313,Liverpool,Newcastle,H,
5314,Man City,West Ham,H,
5315,Norwich,Arsenal,NH,
5316,Southampton,Man United,NH,
5317,Sunderland,Swansea,NH,
5318,Tottenham,Aston Villa,H,
5319,West Brom,Stoke,NH,
5320,Arsenal,Crystal Palace,H,
5321,Leicester,Everton,NH,
5322,Man United,Swansea,NH,
5323,QPR,Hull,NH,
5324,Stoke,Aston Villa,NH,
5325,West Brom,Sunderland,NH,
5326,West Ham,Tottenham,NH,
5327,Liverpool,Southampton,H,
5328,Newcastle,Man City,NH,
5329,Burnley,Chelsea,NH,
5330,Aston Villa,Newcastle,NH,
5331,Chelsea,Leicester,H,
5332,Crystal Palace,West Ham,NH,
5333,Everton,Arsenal,NH,
5334,Southampton,West Brom,NH,
5335,Swansea,Burnley,H,
5336,Hull,Stoke,NH,
5337,Sunderland,Man United,NH,
5338,Tottenham,QPR,H,
5339,Man City,Liverpool,H,
5340,Burnley,Man United,NH,
5341,Everton,Chelsea,NH,
5342,Man City,Stoke,NH,
5343,Newcastle,Crystal Palace,NH,
5344,QPR,Sunderland,H,
5345,Swansea,West Brom,H,
5346,West Ham,Southampton,NH,
5347,Aston Villa,Hull,H,
5348,Leicester,Arsenal,NH,
5349,Tottenham,Liverpool,NH,
5350,Arsenal,Man City,NH,
5351,Chelsea,Swansea,H,
5352,Crystal Palace,Burnley,NH,
5353,Liverpool,Aston Villa,NH,
5354,Southampton,Newcastle,H,
5355,Stoke,Leicester,NH,
5356,Sunderland,Tottenham,NH,
5357,West Brom,Everton,NH,
5358,Man United,QPR,H,
5359,Hull,West Ham,NH,
5360,Aston Villa,Arsenal,NH,
5361,Burnley,Sunderland,NH,
5362,Newcastle,Hull,NH,
5363,QPR,Stoke,NH,
5364,Swansea,Southampton,NH,
5365,West Ham,Liverpool,H,
5366,Everton,Crystal Palace,NH,
5367,Leicester,Man United,H,
5368,Man City,Chelsea,NH,
5369,Tottenham,West Brom,NH,
5370,Arsenal,Tottenham,NH,
5371,Chelsea,Aston Villa,H,
5372,Crystal Palace,Leicester,H,
5373,Hull,Man City,NH,
5374,Liverpool,Everton,NH,
5375,Man United,West Ham,H,
5376,Southampton,QPR,H,
5377,Sunderland,Swansea,NH,
5378,West Brom,Burnley,H,
5379,Stoke,Newcastle,H,
5380,Aston Villa,Man City,NH,
5381,Hull,Crystal Palace,H,
5382,Leicester,Burnley,NH,
5383,Liverpool,West Brom,H,
5384,Sunderland,Stoke,H,
5385,Swansea,Newcastle,NH,
5386,Chelsea,Arsenal,H,
5387,Man United,Everton,H,
5388,Tottenham,Southampton,H,
5389,West Ham,QPR,H,
5390,Arsenal,Hull,NH,
5391,Burnley,West Ham,NH,
5392,Crystal Palace,Chelsea,NH,
5393,Everton,Aston Villa,H,
5394,Man City,Tottenham,H,
5395,Newcastle,Leicester,H,
5396,Southampton,Sunderland,H,
5397,QPR,Liverpool,NH,
5398,Stoke,Swansea,H,
5399,West Brom,Man United,NH,
5400,Liverpool,Hull,NH,
5401,Southampton,Stoke,H,
5402,Sunderland,Arsenal,NH,
5403,Swansea,Leicester,H,
5404,West Brom,Crystal Palace,NH,
5405,West Ham,Man City,H,
5406,Burnley,Everton,NH,
5407,Man United,Chelsea,NH,
5408,Tottenham,Newcastle,NH,
5409,QPR,Aston Villa,H,
5410,Arsenal,Burnley,H,
5411,Chelsea,QPR,H,
5412,Everton,Swansea,NH,
5413,Hull,Southampton,NH,
5414,Leicester,West Brom,NH,
5415,Newcastle,Liverpool,H,
5416,Stoke,West Ham,NH,
5417,Aston Villa,Tottenham,NH,
5418,Man City,Man United,H,
5419,Crystal Palace,Sunderland,NH,
5420,Burnley,Hull,H,
5421,Liverpool,Chelsea,NH,
5422,Man United,Crystal Palace,H,
5423,QPR,Man City,NH,
5424,Southampton,Leicester,H,
5425,West Ham,Aston Villa,NH,
5426,Sunderland,Everton,NH,
5427,Swansea,Arsenal,H,
5428,Tottenham,Stoke,NH,
5429,West Brom,Newcastle,NH,
5430,Arsenal,Man United,NH,
5431,Chelsea,West Brom,H,
5432,Everton,West Ham,H,
5433,Leicester,Sunderland,NH,
5434,Man City,Swansea,H,
5435,Newcastle,QPR,H,
5436,Stoke,Burnley,NH,
5437,Crystal Palace,Liverpool,H,
5438,Hull,Tottenham,NH,
5439,Aston Villa,Southampton,NH,
5440,Burnley,Aston Villa,NH,
5441,Liverpool,Stoke,H,
5442,Man United,Hull,H,
5443,QPR,Leicester,H,
5444,Sunderland,Chelsea,NH,
5445,Swansea,Crystal Palace,NH,
5446,West Brom,Arsenal,NH,
5447,West Ham,Newcastle,H,
5448,Southampton,Man City,NH,
5449,Tottenham,Everton,H,
5450,Burnley,Newcastle,NH,
5451,Crystal Palace,Aston Villa,NH,
5452,Leicester,Liverpool,NH,
5453,Man United,Stoke,H,
5454,Swansea,QPR,H,
5455,West Brom,West Ham,NH,
5456,Arsenal,Southampton,H,
5457,Chelsea,Tottenham,H,
5458,Everton,Hull,NH,
5459,Sunderland,Man City,NH,
5460,Hull,West Brom,NH,
5461,Liverpool,Sunderland,NH,
5462,Man City,Everton,H,
5463,Newcastle,Chelsea,H,
5464,QPR,Burnley,H,
5465,Stoke,Arsenal,H,
5466,Tottenham,Crystal Palace,NH,
5467,Aston Villa,Leicester,H,
5468,West Ham,Swansea,H,
5469,Southampton,Man United,NH,
5470,Arsenal,Newcastle,H,
5471,Burnley,Southampton,H,
5472,Chelsea,Hull,H,
5473,Crystal Palace,Stoke,NH,
5474,Leicester,Man City,NH,
5475,Sunderland,West Ham,NH,
5476,West Brom,Aston Villa,H,
5477,Man United,Liverpool,H,
5478,Swansea,Tottenham,NH,
5479,Everton,QPR,H,
5480,Aston Villa,Man United,NH,
5481,Hull,Swansea,NH,
5482,Man City,Crystal Palace,H,
5483,QPR,West Brom,H,
5484,Southampton,Everton,H,
5485,Tottenham,Burnley,H,
5486,West Ham,Leicester,H,
5487,Liverpool,Arsenal,NH,
5488,Newcastle,Sunderland,NH,
5489,Stoke,Chelsea,NH,
5490,Arsenal,QPR,H,
5491,Burnley,Liverpool,NH,
5492,Chelsea,West Ham,H,
5493,Crystal Palace,Southampton,NH,
5494,Everton,Stoke,NH,
5495,Leicester,Tottenham,NH,
5496,Man United,Newcastle,H,
5497,Sunderland,Hull,NH,
5498,Swansea,Aston Villa,H,
5499,West Brom,Man City,NH,
5500,Aston Villa,Sunderland,NH,
5501,Hull,Leicester,NH,
5502,Man City,Burnley,NH,
5503,Newcastle,Everton,H,
5504,QPR,Crystal Palace,NH,
5505,Southampton,Chelsea,NH,
5506,Stoke,West Brom,H,
5507,Tottenham,Man United,NH,
5508,West Ham,Arsenal,NH,
5509,Liverpool,Swansea,H,
5510,Aston Villa,Crystal Palace,NH,
5511,Hull,Everton,H,
5512,Liverpool,Leicester,NH,
5513,Man City,Sunderland,H,
5514,Newcastle,Burnley,NH,
5515,QPR,Swansea,NH,
5516,Southampton,Arsenal,H,
5517,Stoke,Man United,NH,
5518,Tottenham,Chelsea,H,
5519,West Ham,West Brom,NH,
5520,Burnley,QPR,H,
5521,Chelsea,Newcastle,H,
5522,Crystal Palace,Tottenham,H,
5523,Everton,Man City,NH,
5524,Leicester,Aston Villa,H,
5525,Sunderland,Liverpool,NH,
5526,Swansea,West Ham,NH,
5527,West Brom,Hull,H,
5528,Arsenal,Stoke,H,
5529,Man United,Southampton,NH,
5530,Aston Villa,Liverpool,NH,
5531,Burnley,Crystal Palace,NH,
5532,Leicester,Stoke,NH,
5533,Newcastle,Southampton,NH,
5534,QPR,Man United,NH,
5535,Swansea,Chelsea,NH,
5536,Tottenham,Sunderland,H,
5537,Man City,Arsenal,NH,
5538,West Ham,Hull,H,
5539,Everton,West Brom,NH,
5540,Chelsea,Man City,NH,
5541,Crystal Palace,Everton,NH,
5542,Hull,Newcastle,NH,
5543,Liverpool,West Ham,H,
5544,Man United,Leicester,H,
5545,Stoke,QPR,H,
5546,Sunderland,Burnley,H,
5547,West Brom,Tottenham,NH,
5548,Arsenal,Aston Villa,H,
5549,Southampton,Swansea,NH,
5550,Aston Villa,Chelsea,NH,
5551,Everton,Liverpool,NH,
5552,Leicester,Crystal Palace,NH,
5553,Man City,Hull,NH,
5554,QPR,Southampton,NH,
5555,Swansea,Sunderland,NH,
5556,Tottenham,Arsenal,H,
5557,Burnley,West Brom,NH,
5558,Newcastle,Stoke,NH,
5559,West Ham,Man United,NH,
5560,Arsenal,Leicester,H,
5561,Hull,Aston Villa,H,
5562,Liverpool,Tottenham,H,
5563,Sunderland,QPR,NH,
5564,Chelsea,Everton,H,
5565,Crystal Palace,Newcastle,NH,
5566,Man United,Burnley,H,
5567,Southampton,West Ham,NH,
5568,Stoke,Man City,NH,
5569,West Brom,Swansea,H,
5570,Aston Villa,Stoke,NH,
5571,Chelsea,Burnley,NH,
5572,Crystal Palace,Arsenal,NH,
5573,Hull,QPR,H,
5574,Man City,Newcastle,H,
5575,Sunderland,West Brom,NH,
5576,Swansea,Man United,H,
5577,Everton,Leicester,NH,
5578,Southampton,Liverpool,NH,
5579,Tottenham,West Ham,NH,
5580,Burnley,Swansea,NH,
5581,Man United,Sunderland,H,
5582,Newcastle,Aston Villa,H,
5583,Stoke,Hull,H,
5584,West Brom,Southampton,H,
5585,West Ham,Crystal Palace,NH,
5586,Arsenal,Everton,H,
5587,Liverpool,Man City,H,
5588,Aston Villa,West Brom,H,
5589,Hull,Sunderland,NH,
5590,Southampton,Crystal Palace,H,
5591,Liverpool,Burnley,H,
5592,Man City,Leicester,H,
5593,Newcastle,Man United,NH,
5594,QPR,Arsenal,NH,
5595,Stoke,Everton,H,
5596,Tottenham,Swansea,H,
5597,West Ham,Chelsea,NH,
5598,QPR,Tottenham,NH,
5599,Arsenal,West Ham,H,
5600,Burnley,Man City,H,
5601,Crystal Palace,QPR,H,
5602,Leicester,Hull,NH,
5603,Sunderland,Aston Villa,NH,
5604,West Brom,Stoke,H,
5605,Chelsea,Southampton,NH,
5606,Everton,Newcastle,H,
5607,Man United,Tottenham,H,
5608,Swansea,Liverpool,NH,
5609,Aston Villa,Swansea,NH,
5610,Man City,West Brom,H,
5611,Newcastle,Arsenal,NH,
5612,Southampton,Burnley,H,
5613,Stoke,Crystal Palace,NH,
5614,Tottenham,Leicester,H,
5615,West Ham,Sunderland,H,
5616,Hull,Chelsea,NH,
5617,Liverpool,Man United,NH,
5618,QPR,Everton,NH,
5619,Arsenal,Liverpool,H,
5620,Chelsea,Stoke,H,
5621,Everton,Southampton,H,
5622,Leicester,West Ham,H,
5623,Man United,Aston Villa,H,
5624,Swansea,Hull,H,
5625,West Brom,QPR,NH,
5626,Burnley,Tottenham,NH,
5627,Sunderland,Newcastle,H,
5628,Crystal Palace,Man City,H,
5629,Aston Villa,QPR,NH,
5630,Burnley,Arsenal,NH,
5631,Southampton,Hull,H,
5632,Sunderland,Crystal Palace,NH,
5633,Swansea,Everton,NH,
5634,Tottenham,Aston Villa,NH,
5635,West Brom,Leicester,NH,
5636,West Ham,Stoke,NH,
5637,Man United,Man City,H,
5638,QPR,Chelsea,NH,
5639,Liverpool,Newcastle,H,
5640,Chelsea,Man United,H,
5641,Crystal Palace,West Brom,NH,
5642,Everton,Burnley,H,
5643,Leicester,Swansea,H,
5644,Stoke,Southampton,H,
5645,Man City,West Ham,H,
5646,Newcastle,Tottenham,NH,
5647,Burnley,Leicester,NH,
5648,Crystal Palace,Hull,NH,
5649,Man City,Aston Villa,H,
5650,Newcastle,Swansea,NH,
5651,QPR,West Ham,NH,
5652,Southampton,Tottenham,NH,
5653,Stoke,Sunderland,NH,
5654,West Brom,Liverpool,NH,
5655,Arsenal,Chelsea,NH,
5656,Everton,Man United,H,
5657,Hull,Liverpool,H,
5658,Leicester,Chelsea,NH,
5659,Aston Villa,Everton,H,
5660,Leicester,Newcastle,H,
5661,Liverpool,QPR,H,
5662,Man United,West Brom,NH,
5663,Sunderland,Southampton,H,
5664,Swansea,Stoke,H,
5665,West Ham,Burnley,H,
5666,Chelsea,Crystal Palace,H,
5667,Tottenham,Man City,NH,
5668,Hull,Arsenal,NH,
5669,Aston Villa,West Ham,H,
5670,Crystal Palace,Man United,NH,
5671,Everton,Sunderland,NH,
5672,Hull,Burnley,NH,
5673,Leicester,Southampton,H,
5674,Newcastle,West Brom,NH,
5675,Stoke,Tottenham,H,
5676,Chelsea,Liverpool,NH,
5677,Man City,QPR,H,
5678,Arsenal,Swansea,NH,
5679,Burnley,Stoke,NH,
5680,Liverpool,Crystal Palace,NH,
5681,QPR,Newcastle,H,
5682,Southampton,Aston Villa,H,
5683,Sunderland,Leicester,NH,
5684,Tottenham,Hull,H,
5685,West Ham,Everton,NH,
5686,Man United,Arsenal,NH,
5687,Swansea,Man City,NH,
5688,West Brom,Chelsea,H,
5689,Arsenal,Sunderland,NH,
5690,Arsenal,West Brom,H,
5691,Aston Villa,Burnley,NH,
5692,Chelsea,Sunderland,H,
5693,Crystal Palace,Swansea,H,
5694,Everton,Tottenham,NH,
5695,Hull,Man United,NH,
5696,Leicester,QPR,H,
5697,Man City,Southampton,H,
5698,Newcastle,West Ham,H,
5699,Stoke,Liverpool,H,
5700,Bournemouth,Aston Villa,NH,
5701,Chelsea,Swansea,NH,
5702,Everton,Watford,NH,
5703,Leicester,Sunderland,H,
5704,Man United,Tottenham,H,
5705,Norwich,Crystal Palace,NH,
5706,Arsenal,West Ham,NH,
5707,Newcastle,Southampton,NH,
5708,Stoke,Liverpool,NH,
5709,West Brom,Man City,NH,
5710,Aston Villa,Man United,NH,
5711,Southampton,Everton,NH,
5712,Sunderland,Norwich,NH,
5713,Swansea,Newcastle,H,
5714,Tottenham,Stoke,NH,
5715,Watford,West Brom,NH,
5716,West Ham,Leicester,NH,
5717,Crystal Palace,Arsenal,NH,
5718,Man City,Chelsea,H,
5719,Liverpool,Bournemouth,H,
5720,Crystal Palace,Aston Villa,H,
5721,Leicester,Tottenham,NH,
5722,Man United,Newcastle,NH,
5723,Norwich,Stoke,NH,
5724,Sunderland,Swansea,NH,
5725,West Ham,Bournemouth,NH,
5726,Everton,Man City,NH,
5727,Watford,Southampton,NH,
5728,West Brom,Chelsea,NH,
5729,Arsenal,Liverpool,NH,
5730,Aston Villa,Sunderland,NH,
5731,Bournemouth,Leicester,NH,
5732,Chelsea,Crystal Palace,NH,
5733,Liverpool,West Ham,NH,
5734,Man City,Watford,H,
5735,Newcastle,Arsenal,NH,
5736,Stoke,West Brom,NH,
5737,Tottenham,Everton,NH,
5738,Southampton,Norwich,H,
5739,Swansea,Man United,H,
5740,Arsenal,Stoke,H,
5741,Crystal Palace,Man City,NH,
5742,Everton,Chelsea,H,
5743,Man United,Liverpool,H,
5744,Norwich,Bournemouth,H,
5745,Watford,Swansea,H,
5746,West Brom,Southampton,NH,
5747,Leicester,Aston Villa,H,
5748,Sunderland,Tottenham,NH,
5749,West Ham,Newcastle,H,
5750,Aston Villa,West Brom,NH,
5751,Bournemouth,Sunderland,H,
5752,Chelsea,Arsenal,H,
5753,Man City,West Ham,NH,
5754,Newcastle,Watford,NH,
5755,Stoke,Leicester,NH,
5756,Swansea,Everton,NH,
5757,Liverpool,Norwich,NH,
5758,Southampton,Man United,NH,
5759,Tottenham,Crystal Palace,H,
5760,Leicester,Arsenal,NH,
5761,Liverpool,Aston Villa,H,
5762,Man United,Sunderland,H,
5763,Newcastle,Chelsea,NH,
5764,Southampton,Swansea,H,
5765,Stoke,Bournemouth,H,
5766,Tottenham,Man City,H,
5767,West Ham,Norwich,NH,
5768,Watford,Crystal Palace,NH,
5769,West Brom,Everton,NH,
5770,Aston Villa,Stoke,NH,
5771,Bournemouth,Watford,NH,
5772,Chelsea,Southampton,NH,
5773,Crystal Palace,West Brom,H,
5774,Man City,Newcastle,H,
5775,Norwich,Leicester,NH,
5776,Sunderland,West Ham,NH,
5777,Arsenal,Man United,H,
5778,Everton,Liverpool,NH,
5779,Swansea,Tottenham,NH,
5780,Chelsea,Aston Villa,H,
5781,Crystal Palace,West Ham,NH,
5782,Everton,Man United,NH,
5783,Man City,Bournemouth,H,
5784,Southampton,Leicester,NH,
5785,Tottenham,Liverpool,NH,
5786,Watford,Arsenal,NH,
5787,West Brom,Sunderland,H,
5788,Newcastle,Norwich,H,
5789,Swansea,Stoke,NH,
5790,Arsenal,Everton,H,
5791,Aston Villa,Swansea,NH,
5792,Leicester,Crystal Palace,H,
5793,Norwich,West Brom,NH,
5794,Stoke,Watford,NH,
5795,West Ham,Chelsea,H,
5796,Bournemouth,Tottenham,NH,
5797,Liverpool,Southampton,NH,
5798,Man United,Man City,NH,
5799,Sunderland,Newcastle,H,
5800,Chelsea,Liverpool,NH,
5801,Crystal Palace,Man United,NH,
5802,Man City,Norwich,H,
5803,Newcastle,Stoke,NH,
5804,Swansea,Arsenal,NH,
5805,Watford,West Ham,H,
5806,West Brom,Leicester,NH,
5807,Everton,Sunderland,H,
5808,Southampton,Bournemouth,H,
5809,Tottenham,Aston Villa,H,
5810,Bournemouth,Newcastle,NH,
5811,Leicester,Watford,H,
5812,Man United,West Brom,H,
5813,Norwich,Swansea,H,
5814,Stoke,Chelsea,H,
5815,Sunderland,Southampton,NH,
5816,West Ham,Everton,NH,
5817,Arsenal,Tottenham,NH,
5818,Aston Villa,Man City,NH,
5819,Liverpool,Crystal Palace,NH,
5820,Chelsea,Norwich,H,
5821,Everton,Aston Villa,H,
5822,Man City,Liverpool,NH,
5823,Newcastle,Leicester,NH,
5824,Southampton,Stoke,NH,
5825,Swansea,Bournemouth,NH,
5826,Watford,Man United,NH,
5827,West Brom,Arsenal,H,
5828,Tottenham,West Ham,H,
5829,Crystal Palace,Sunderland,NH,
5830,Aston Villa,Watford,NH,
5831,Bournemouth,Everton,NH,
5832,Crystal Palace,Newcastle,H,
5833,Leicester,Man United,NH,
5834,Man City,Southampton,H,
5835,Sunderland,Stoke,H,
5836,Liverpool,Swansea,H,
5837,Norwich,Arsenal,NH,
5838,Tottenham,Chelsea,NH,
5839,West Ham,West Brom,NH,
5840,Arsenal,Sunderland,H,
5841,Chelsea,Bournemouth,NH,
5842,Man United,West Ham,NH,
5843,Southampton,Aston Villa,NH,
5844,Stoke,Man City,H,
5845,Swansea,Leicester,NH,
5846,Watford,Norwich,H,
5847,West Brom,Tottenham,NH,
5848,Newcastle,Liverpool,H,
5849,Everton,Crystal Palace,NH,
5850,Bournemouth,Man United,H,
5851,Crystal Palace,Southampton,H,
5852,Man City,Swansea,H,
5853,Norwich,Everton,NH,
5854,Sunderland,Watford,NH,
5855,West Ham,Stoke,NH,
5856,Aston Villa,Arsenal,NH,
5857,Liverpool,West Brom,NH,
5858,Tottenham,Newcastle,NH,
5859,Leicester,Chelsea,H,
5860,Chelsea,Sunderland,H,
5861,Everton,Leicester,NH,
5862,Man United,Norwich,NH,
5863,Newcastle,Aston Villa,NH,
5864,Southampton,Tottenham,NH,
5865,Stoke,Crystal Palace,NH,
5866,West Brom,Bournemouth,NH,
5867,Swansea,West Ham,NH,
5868,Watford,Liverpool,H,
5869,Arsenal,Man City,H,
5870,Aston Villa,West Ham,NH,
5871,Bournemouth,Crystal Palace,NH,
5872,Chelsea,Watford,NH,
5873,Liverpool,Leicester,H,
5874,Man City,Sunderland,H,
5875,Newcastle,Everton,NH,
5876,Southampton,Arsenal,H,
5877,Stoke,Man United,H,
5878,Swansea,West Brom,H,
5879,Tottenham,Norwich,H,
5880,Arsenal,Bournemouth,H,
5881,Crystal Palace,Swansea,NH,
5882,Everton,Stoke,NH,
5883,Man United,Chelsea,NH,
5884,Norwich,Aston Villa,H,
5885,Watford,Tottenham,NH,
5886,West Brom,Newcastle,H,
5887,West Ham,Southampton,H,
5888,Leicester,Man City,NH,
5889,Sunderland,Liverpool,NH,
5890,Arsenal,Newcastle,H,
5891,Leicester,Bournemouth,NH,
5892,Man United,Swansea,H,
5893,Norwich,Southampton,H,
5894,Sunderland,Aston Villa,H,
5895,Watford,Man City,NH,
5896,West Brom,Stoke,H,
5897,West Ham,Liverpool,H,
5898,Crystal Palace,Chelsea,NH,
5899,Everton,Tottenham,NH,
5900,Aston Villa,Crystal Palace,H,
5901,Bournemouth,West Ham,NH,
5902,Newcastle,Man United,NH,
5903,Chelsea,West Brom,NH,
5904,Liverpool,Arsenal,NH,
5905,Man City,Everton,NH,
5906,Southampton,Watford,H,
5907,Stoke,Norwich,H,
5908,Swansea,Sunderland,NH,
5909,Tottenham,Leicester,NH,
5910,Aston Villa,Leicester,NH,
5911,Bournemouth,Norwich,H,
5912,Chelsea,Everton,NH,
5913,Man City,Crystal Palace,H,
5914,Newcastle,West Ham,H,
5915,Southampton,West Brom,H,
5916,Tottenham,Sunderland,H,
5917,Liverpool,Man United,NH,
5918,Stoke,Arsenal,NH,
5919,Swansea,Watford,H,
5920,Crystal Palace,Tottenham,NH,
5921,Leicester,Stoke,H,
5922,Man United,Southampton,NH,
5923,Norwich,Liverpool,NH,
5924,Sunderland,Bournemouth,NH,
5925,Watford,Newcastle,H,
5926,West Brom,Aston Villa,NH,
5927,West Ham,Man City,NH,
5928,Arsenal,Chelsea,NH,
5929,Everton,Swansea,NH,
5930,Arsenal,Southampton,NH,
5931,Crystal Palace,Bournemouth,NH,
5932,Leicester,Liverpool,H,
5933,Man United,Stoke,H,
5934,Norwich,Tottenham,NH,
5935,Sunderland,Man City,NH,
5936,West Brom,Swansea,NH,
5937,West Ham,Aston Villa,H,
5938,Everton,Newcastle,H,
5939,Watford,Chelsea,NH,
5940,Aston Villa,Norwich,H,
5941,Liverpool,Sunderland,NH,
5942,Man City,Leicester,NH,
5943,Newcastle,West Brom,H,
5944,Southampton,West Ham,H,
5945,Stoke,Everton,NH,
5946,Swansea,Crystal Palace,NH,
5947,Tottenham,Watford,H,
5948,Bournemouth,Arsenal,NH,
5949,Chelsea,Man United,NH,
5950,Bournemouth,Stoke,NH,
5951,Chelsea,Newcastle,H,
5952,Crystal Palace,Watford,NH,
5953,Everton,West Brom,NH,
5954,Norwich,West Ham,NH,
5955,Sunderland,Man United,H,
5956,Swansea,Southampton,NH,
5957,Arsenal,Leicester,H,
5958,Aston Villa,Liverpool,NH,
5959,Man City,Tottenham,NH,
5960,Leicester,Norwich,H,
5961,Southampton,Chelsea,NH,
5962,Stoke,Aston Villa,H,
5963,Watford,Bournemouth,NH,
5964,West Brom,Crystal Palace,H,
5965,West Ham,Sunderland,H,
5966,Tottenham,Swansea,H,
5967,Man United,Arsenal,H,
5968,Aston Villa,Everton,NH,
5969,Bournemouth,Southampton,H,
5970,Leicester,West Brom,NH,
5971,Norwich,Chelsea,NH,
5972,Sunderland,Crystal Palace,NH,
5973,Arsenal,Swansea,NH,
5974,Liverpool,Man City,H,
5975,Man United,Watford,H,
5976,Stoke,Newcastle,H,
5977,West Ham,Tottenham,H,
5978,Chelsea,Stoke,NH,
5979,Everton,West Ham,NH,
5980,Man City,Aston Villa,H,
5981,Newcastle,Bournemouth,NH,
5982,Southampton,Sunderland,NH,
5983,Swansea,Norwich,H,
5984,Tottenham,Arsenal,NH,
5985,Watford,Leicester,NH,
5986,Crystal Palace,Liverpool,NH,
5987,West Brom,Man United,H,
5988,Bournemouth,Swansea,H,
5989,Norwich,Man City,NH,
5990,Stoke,Southampton,NH,
5991,Aston Villa,Tottenham,NH,
5992,Leicester,Newcastle,H,
5993,Chelsea,West Ham,NH,
5994,Crystal Palace,Leicester,NH,
5995,Everton,Arsenal,NH,
5996,Swansea,Aston Villa,H,
5997,Watford,Stoke,NH,
5998,West Brom,Norwich,NH,
5999,Man City,Man United,NH,
6000,Newcastle,Sunderland,NH,
6001,Southampton,Liverpool,H,
6002,Tottenham,Bournemouth,H,
6003,Arsenal,Watford,H,
6004,Aston Villa,Chelsea,NH,
6005,Bournemouth,Man City,NH,
6006,Liverpool,Tottenham,NH,
6007,Norwich,Newcastle,H,
6008,Stoke,Swansea,NH,
6009,Sunderland,West Brom,NH,
6010,West Ham,Crystal Palace,NH,
6011,Leicester,Southampton,H,
6012,Man United,Everton,H,
6013,Aston Villa,Bournemouth,NH,
6014,Crystal Palace,Norwich,H,
6015,Man City,West Brom,H,
6016,Southampton,Newcastle,H,
6017,Swansea,Chelsea,H,
6018,Watford,Everton,NH,
6019,West Ham,Arsenal,NH,
6020,Liverpool,Stoke,H,
6021,Sunderland,Leicester,NH,
6022,Tottenham,Man United,H,
6023,Crystal Palace,Everton,NH,
6024,Chelsea,Man City,NH,
6025,Everton,Southampton,NH,
6026,Man United,Aston Villa,H,
6027,Newcastle,Swansea,H,
6028,Norwich,Sunderland,NH,
6029,West Brom,Watford,NH,
6030,Arsenal,Crystal Palace,NH,
6031,Bournemouth,Liverpool,NH,
6032,Leicester,West Ham,NH,
6033,Stoke,Tottenham,NH,
6034,Newcastle,Man City,NH,
6035,Liverpool,Everton,H,
6036,Man United,Crystal Palace,H,
6037,West Ham,Watford,H,
6038,Arsenal,West Brom,H,
6039,Aston Villa,Southampton,NH,
6040,Bournemouth,Chelsea,NH,
6041,Liverpool,Newcastle,NH,
6042,Man City,Stoke,H,
6043,Leicester,Swansea,H,
6044,Sunderland,Arsenal,NH,
6045,Tottenham,West Brom,NH,
6046,Arsenal,Norwich,H,
6047,Everton,Bournemouth,H,
6048,Newcastle,Crystal Palace,H,
6049,Stoke,Sunderland,NH,
6050,Watford,Aston Villa,H,
6051,West Brom,West Ham,NH,
6052,Man United,Leicester,NH,
6053,Southampton,Man City,H,
6054,Swansea,Liverpool,H,
6055,Chelsea,Tottenham,NH,
6056,Aston Villa,Newcastle,NH,
6057,Bournemouth,West Brom,NH,
6058,Crystal Palace,Stoke,H,
6059,Leicester,Everton,H,
6060,Norwich,Man United,NH,
6061,Sunderland,Chelsea,H,
6062,West Ham,Swansea,NH,
6063,Liverpool,Watford,H,
6064,Man City,Arsenal,NH,
6065,Tottenham,Southampton,NH,
6066,West Ham,Man United,H,
6067,Liverpool,Chelsea,NH,
6068,Norwich,Watford,H,
6069,Sunderland,Everton,H,
6070,Arsenal,Aston Villa,H,
6071,Chelsea,Leicester,NH,
