,HomeTeam,AwayTeam,FTR,PredictedFTR
6072,Everton,Norwich,H,
6073,Newcastle,Tottenham,H,
6074,Southampton,Crystal Palace,H,
6075,Stoke,West Ham,H,
6076,Swansea,Man City,NH,
6077,Watford,Sunderland,NH,
6078,West Brom,Liverpool,NH,
6079,Man United,Bournemouth,H,
6080,Burnley,Swansea,NH,
6081,Crystal Palace,West Brom,NH,
6082,Everton,Tottenham,NH,
6083,Hull,Leicester,H,
6084,Man City,Sunderland,H,
6085,Middlesbrough,Stoke,NH,
6086,Southampton,Watford,NH,
6087,Arsenal,Liverpool,NH,
6088,Bournemouth,Man United,NH,
6089,Chelsea,West Ham,H,
6090,Man United,Southampton,H,
6091,Burnley,Liverpool,H,
6092,Leicester,Arsenal,NH,
6093,Stoke,Man City,NH,
6094,Swansea,Hull,NH,
6095,Tottenham,Crystal Palace,H,
6096,Watford,Chelsea,NH,
6097,West Brom,Everton,NH,
6098,Sunderland,Middlesbrough,NH,
6099,West Ham,Bournemouth,H,
6100,Chelsea,Burnley,H,
6101,Crystal Palace,Bournemouth,NH,
6102,Everton,Stoke,H,
6103,Hull,Man United,NH,
6104,Leicester,Swansea,H,
6105,Southampton,Sunderland,NH,
6106,Tottenham,Liverpool,NH,
6107,Watford,Arsenal,NH,
6108,Man City,West Ham,H,
6109,West Brom,Middlesbrough,NH,
6110,Arsenal,Southampton,H,
6111,Bournemouth,West Brom,H,
6112,Burnley,Hull,NH,
6113,Liverpool,Leicester,H,
6114,Man United,Man City,NH,
6115,Middlesbrough,Crystal Palace,NH,
6116,Stoke,Tottenham,NH,
6117,West Ham,Watford,NH,
6118,Swansea,Chelsea,NH,
6119,Sunderland,Everton,NH,
6120,Chelsea,Liverpool,NH,
6121,Everton,Middlesbrough,H,
6122,Hull,Arsenal,NH,
6123,Leicester,Burnley,H,
6124,Man City,Bournemouth,H,
6125,West Brom,West Ham,H,
6126,Crystal Palace,Stoke,H,
6127,Southampton,Swansea,H,
6128,Tottenham,Sunderland,H,
6129,Watford,Man United,H,
6130,Arsenal,Chelsea,H,
6131,Bournemouth,Everton,H,
6132,Liverpool,Hull,H,
6133,Man United,Leicester,H,
6134,Middlesbrough,Tottenham,NH,
6135,Stoke,West Brom,NH,
6136,Sunderland,Crystal Palace,NH,
6137,Swansea,Man City,NH,
6138,West Ham,Southampton,NH,
6139,Burnley,Watford,H,
6140,Everton,Crystal Palace,NH,
6141,Hull,Chelsea,NH,
6142,Sunderland,West Brom,NH,
6143,Swansea,Liverpool,NH,
6144,Watford,Bournemouth,NH,
6145,West Ham,Middlesbrough,NH,
6146,Burnley,Arsenal,NH,
6147,Leicester,Southampton,NH,
6148,Man United,Stoke,NH,
6149,Tottenham,Man City,H,
6150,Arsenal,Swansea,H,
6151,Bournemouth,Hull,H,
6152,Chelsea,Leicester,H,
6153,Crystal Palace,West Ham,NH,
6154,Man City,Everton,NH,
6155,Stoke,Sunderland,H,
6156,West Brom,Tottenham,NH,
6157,Middlesbrough,Watford,NH,
6158,Southampton,Burnley,H,
6159,Liverpool,Man United,NH,
6160,Arsenal,Middlesbrough,NH,
6161,Bournemouth,Tottenham,NH,
6162,Burnley,Everton,H,
6163,Hull,Stoke,NH,
6164,Leicester,Crystal Palace,H,
6165,Liverpool,West Brom,H,
6166,Swansea,Watford,NH,
6167,West Ham,Sunderland,H,
6168,Chelsea,Man United,H,
6169,Man City,Southampton,NH,
6170,Crystal Palace,Liverpool,NH,
6171,Man United,Burnley,NH,
6172,Middlesbrough,Bournemouth,H,
6173,Sunderland,Arsenal,NH,
6174,Tottenham,Leicester,NH,
6175,Watford,Hull,H,
6176,West Brom,Man City,NH,
6177,Everton,West Ham,H,
6178,Southampton,Chelsea,NH,
6179,Stoke,Swansea,H,
6180,Bournemouth,Sunderland,NH,
6181,Burnley,Crystal Palace,H,
6182,Chelsea,Everton,H,
6183,Man City,Middlesbrough,NH,
6184,West Ham,Stoke,NH,
6185,Arsenal,Tottenham,NH,
6186,Hull,Southampton,H,
6187,Leicester,West Brom,NH,
6188,Liverpool,Watford,H,
6189,Swansea,Man United,NH,
6190,Crystal Palace,Man City,NH,
6191,Everton,Swansea,NH,
6192,Man United,Arsenal,NH,
6193,Southampton,Liverpool,NH,
6194,Stoke,Bournemouth,NH,
6195,Sunderland,Hull,H,
6196,Tottenham,West Ham,H,
6197,Watford,Leicester,H,
6198,Middlesbrough,Chelsea,NH,
6199,West Brom,Burnley,H,
6200,Burnley,Man City,NH,
6201,Chelsea,Tottenham,H,
6202,Hull,West Brom,NH,
6203,Leicester,Middlesbrough,NH,
6204,Liverpool,Sunderland,H,
6205,Swansea,Crystal Palace,H,
6206,Arsenal,Bournemouth,H,
6207,Man United,West Ham,NH,
6208,Southampton,Everton,H,
6209,Watford,Stoke,NH,
6210,Crystal Palace,Southampton,H,
6211,Man City,Chelsea,NH,
6212,Stoke,Burnley,H,
6213,Sunderland,Leicester,H,
6214,Tottenham,Swansea,H,
6215,West Brom,Watford,H,
6216,West Ham,Arsenal,NH,
6217,Bournemouth,Liverpool,H,
6218,Everton,Man United,NH,
6219,Middlesbrough,Hull,H,
6220,Arsenal,Stoke,H,
6221,Burnley,Bournemouth,H,
6222,Hull,Crystal Palace,NH,
6223,Leicester,Man City,H,
6224,Swansea,Sunderland,H,
6225,Watford,Everton,H,
6226,Chelsea,West Brom,H,
6227,Liverpool,West Ham,NH,
6228,Man United,Tottenham,H,
6229,Southampton,Middlesbrough,H,
6230,Bournemouth,Leicester,H,
6231,Everton,Arsenal,H,
6232,Crystal Palace,Man United,NH,
6233,Man City,Watford,H,
6234,Middlesbrough,Liverpool,NH,
6235,Stoke,Southampton,NH,
6236,Sunderland,Chelsea,NH,
6237,Tottenham,Hull,H,
6238,West Brom,Swansea,H,
6239,West Ham,Burnley,H,
6240,Crystal Palace,Chelsea,NH,
6241,Middlesbrough,Swansea,H,
6242,Stoke,Leicester,NH,
6243,Sunderland,Watford,H,
6244,West Brom,Man United,NH,
6245,West Ham,Hull,H,
6246,Bournemouth,Southampton,NH,
6247,Man City,Arsenal,H,
6248,Tottenham,Burnley,H,
6249,Everton,Liverpool,NH,
6250,Arsenal,West Brom,H,
6251,Burnley,Middlesbrough,H,
6252,Chelsea,Bournemouth,H,
6253,Hull,Man City,NH,
6254,Leicester,Everton,NH,
6255,Man United,Sunderland,H,
6256,Swansea,West Ham,NH,
6257,Watford,Crystal Palace,NH,
6258,Liverpool,Stoke,H,
6259,Southampton,Tottenham,NH,
6260,Hull,Everton,NH,
6261,Burnley,Sunderland,H,
6262,Chelsea,Stoke,H,
6263,Leicester,West Ham,H,
6264,Liverpool,Man City,H,
6265,Man United,Middlesbrough,H,
6266,Southampton,West Brom,NH,
6267,Swansea,Bournemouth,NH,
6268,Arsenal,Crystal Palace,H,
6269,Watford,Tottenham,NH,
6270,Everton,Southampton,H,
6271,Man City,Burnley,H,
6272,Middlesbrough,Leicester,NH,
6273,Sunderland,Liverpool,NH,
6274,West Brom,Hull,H,
6275,West Ham,Man United,NH,
6276,Bournemouth,Arsenal,NH,
6277,Crystal Palace,Swansea,NH,
6278,Stoke,Watford,H,
6279,Tottenham,Chelsea,H,
6280,Burnley,Southampton,H,
6281,Hull,Bournemouth,H,
6282,Leicester,Chelsea,NH,
6283,Sunderland,Stoke,NH,
6284,Swansea,Arsenal,NH,
6285,Tottenham,West Brom,H,
6286,Watford,Middlesbrough,NH,
6287,West Ham,Crystal Palace,H,
6288,Everton,Man City,H,
6289,Man United,Liverpool,NH,
6290,Bournemouth,Watford,NH,
6291,Crystal Palace,Everton,NH,
6292,Liverpool,Swansea,NH,
6293,Man City,Tottenham,NH,
6294,Middlesbrough,West Ham,NH,
6295,Stoke,Man United,NH,
6296,West Brom,Sunderland,H,
6297,Arsenal,Burnley,H,
6298,Chelsea,Hull,H,
6299,Southampton,Leicester,H,
6300,Arsenal,Watford,NH,
6301,Bournemouth,Crystal Palace,NH,
6302,Burnley,Leicester,H,
6303,Liverpool,Chelsea,NH,
6304,Middlesbrough,West Brom,NH,
6305,Sunderland,Tottenham,NH,
6306,Swansea,Southampton,H,
6307,Man United,Hull,NH,
6308,Stoke,Everton,NH,
6309,West Ham,Man City,NH,
6310,Chelsea,Arsenal,H,
6311,Crystal Palace,Sunderland,NH,
6312,Everton,Bournemouth,H,
6313,Hull,Liverpool,H,
6314,Southampton,West Ham,NH,
6315,Tottenham,Middlesbrough,H,
6316,Watford,Burnley,H,
6317,West Brom,Stoke,H,
6318,Leicester,Man United,NH,
6319,Man City,Swansea,H,
6320,Arsenal,Hull,H,
6321,Liverpool,Tottenham,H,
6322,Man United,Watford,H,
6323,Middlesbrough,Everton,NH,
6324,Stoke,Crystal Palace,H,
6325,Sunderland,Southampton,NH,
6326,West Ham,West Brom,NH,
6327,Burnley,Chelsea,NH,
6328,Swansea,Leicester,H,
6329,Bournemouth,Man City,NH,
6330,Chelsea,Swansea,H,
6331,Crystal Palace,Middlesbrough,H,
6332,Everton,Sunderland,H,
6333,Hull,Burnley,NH,
6334,Watford,West Ham,NH,
6335,West Brom,Bournemouth,H,
6336,Tottenham,Stoke,H,
6337,Leicester,Liverpool,H,
6338,Leicester,Hull,H,
6339,Liverpool,Arsenal,H,
6340,Man United,Bournemouth,NH,
6341,Stoke,Middlesbrough,H,
6342,Swansea,Burnley,H,
6343,Watford,Southampton,NH,
6344,West Brom,Crystal Palace,NH,
6345,Sunderland,Man City,NH,
6346,Tottenham,Everton,H,
6347,West Ham,Chelsea,NH,
6348,Man City,Stoke,NH,
6349,Bournemouth,West Ham,H,
6350,Everton,West Brom,H,
6351,Hull,Swansea,H,
6352,Liverpool,Burnley,H,
6353,Bournemouth,Swansea,H,
6354,Crystal Palace,Watford,H,
6355,Everton,Hull,H,
6356,Stoke,Chelsea,NH,
6357,Sunderland,Burnley,NH,
6358,West Brom,Arsenal,H,
6359,West Ham,Leicester,NH,
6360,Man City,Liverpool,NH,
6361,Middlesbrough,Man United,NH,
6362,Tottenham,Southampton,H,
6363,Burnley,Tottenham,NH,
6364,Chelsea,Crystal Palace,NH,
6365,Hull,West Ham,H,
6366,Leicester,Stoke,H,
6367,Liverpool,Everton,H,
6368,Man United,West Brom,NH,
6369,Southampton,Bournemouth,NH,
6370,Watford,Sunderland,H,
6371,Arsenal,Man City,NH,
6372,Swansea,Middlesbrough,NH,
6373,Burnley,Stoke,H,
6374,Leicester,Sunderland,H,
6375,Man United,Everton,NH,
6376,Watford,West Brom,H,
6377,Arsenal,West Ham,H,
6378,Chelsea,Man City,H,
6379,Hull,Middlesbrough,H,
6380,Liverpool,Bournemouth,NH,
6381,Southampton,Crystal Palace,H,
6382,Swansea,Tottenham,NH,
6383,Bournemouth,Chelsea,NH,
6384,Man City,Hull,H,
6385,Middlesbrough,Burnley,NH,
6386,Stoke,Liverpool,NH,
6387,Tottenham,Watford,H,
6388,West Brom,Southampton,NH,
6389,West Ham,Swansea,H,
6390,Everton,Leicester,H,
6391,Sunderland,Man United,NH,
6392,Crystal Palace,Arsenal,H,
6393,Crystal Palace,Leicester,NH,
6394,Everton,Burnley,H,
6395,Southampton,Man City,NH,
6396,Stoke,Hull,H,
6397,Sunderland,West Ham,NH,
6398,Tottenham,Bournemouth,H,
6399,Watford,Swansea,H,
6400,Man United,Chelsea,H,
6401,West Brom,Liverpool,NH,
6402,Middlesbrough,Arsenal,NH,
6403,Bournemouth,Middlesbrough,H,
6404,Hull,Watford,H,
6405,Swansea,Stoke,H,
6406,West Ham,Everton,NH,
6407,Burnley,Man United,NH,
6408,Liverpool,Crystal Palace,NH,
6409,Chelsea,Southampton,H,
6410,Arsenal,Leicester,H,
6411,Crystal Palace,Tottenham,NH,
6412,Middlesbrough,Sunderland,H,
6413,Man City,Man United,NH,
6414,Crystal Palace,Burnley,NH,
6415,Southampton,Hull,NH,
6416,Stoke,West Ham,NH,
6417,Sunderland,Bournemouth,NH,
6418,West Brom,Leicester,NH,
6419,Everton,Chelsea,NH,
6420,Man United,Swansea,NH,
6421,Middlesbrough,Man City,NH,
6422,Tottenham,Arsenal,H,
6423,Watford,Liverpool,NH,
6424,West Ham,Tottenham,H,
6425,Bournemouth,Stoke,NH,
6426,Burnley,West Brom,NH,
6427,Hull,Sunderland,NH,
6428,Leicester,Watford,H,
6429,Man City,Crystal Palace,H,
6430,Swansea,Everton,H,
6431,Arsenal,Man United,H,
6432,Liverpool,Southampton,NH,
6433,Chelsea,Middlesbrough,H,
6434,Southampton,Arsenal,NH,
6435,Everton,Watford,H,
6436,West Brom,Chelsea,NH,
6437,Bournemouth,Burnley,H,
6438,Man City,Leicester,H,
6439,Middlesbrough,Southampton,NH,
6440,Stoke,Arsenal,NH,
6441,Sunderland,Swansea,NH,
6442,Crystal Palace,Hull,H,
6443,Tottenham,Man United,H,
6444,West Ham,Liverpool,NH,
6445,Chelsea,Watford,H,
6446,Arsenal,Sunderland,H,
6447,Man City,West Brom,H,
6448,Southampton,Man United,NH,
6449,Leicester,Tottenham,NH,
6450,Arsenal,Everton,H,
6451,Burnley,West Ham,NH,
6452,Chelsea,Sunderland,H,
6453,Hull,Tottenham,NH,
6454,Leicester,Bournemouth,NH,
6455,Liverpool,Middlesbrough,H,
6456,Man United,Crystal Palace,H,
6457,Southampton,Stoke,NH,
6458,Swansea,West Brom,H,
6459,Watford,Man City,NH,
6460,Arsenal,Leicester,H,
6461,Brighton,Man City,NH,
6462,Chelsea,Burnley,NH,
6463,Crystal Palace,Huddersfield,NH,
6464,Everton,Stoke,H,
6465,Southampton,Swansea,NH,
6466,Watford,Liverpool,NH,
6467,West Brom,Bournemouth,H,
6468,Man United,West Ham,H,
6469,Newcastle,Tottenham,NH,
6470,Bournemouth,Watford,NH,
6471,Burnley,West Brom,NH,
6472,Leicester,Brighton,H,
6473,Liverpool,Crystal Palace,H,
6474,Southampton,West Ham,H,
6475,Stoke,Arsenal,H,
6476,Swansea,Man United,NH,
6477,Huddersfield,Newcastle,H,
6478,Tottenham,Chelsea,NH,
6479,Man City,Everton,NH,
6480,Bournemouth,Man City,NH,
6481,Crystal Palace,Swansea,NH,
6482,Huddersfield,Southampton,NH,
6483,Man United,Leicester,H,
6484,Newcastle,West Ham,H,
6485,Watford,Brighton,NH,
6486,Chelsea,Everton,H,
6487,Liverpool,Arsenal,H,
6488,Tottenham,Burnley,NH,
6489,West Brom,Stoke,NH,
6490,Arsenal,Bournemouth,H,
6491,Brighton,West Brom,H,
6492,Everton,Tottenham,NH,
6493,Leicester,Chelsea,NH,
6494,Man City,Liverpool,H,
6495,Southampton,Watford,NH,
6496,Stoke,Man United,NH,
6497,Burnley,Crystal Palace,H,
6498,Swansea,Newcastle,NH,
6499,West Ham,Huddersfield,H,
6500,Bournemouth,Brighton,H,
6501,Crystal Palace,Southampton,NH,
6502,Huddersfield,Leicester,NH,
6503,Liverpool,Burnley,NH,
6504,Newcastle,Stoke,H,
6505,Tottenham,Swansea,NH,
6506,Watford,Man City,NH,
6507,West Brom,West Ham,NH,
6508,Chelsea,Arsenal,NH,
6509,Man United,Everton,H,
6510,Burnley,Huddersfield,NH,
6511,Everton,Bournemouth,H,
6512,Leicester,Liverpool,NH,
6513,Man City,Crystal Palace,H,
6514,Southampton,Man United,NH,
6515,Stoke,Chelsea,NH,
6516,Swansea,Watford,NH,
6517,West Ham,Tottenham,NH,
6518,Brighton,Newcastle,H,
6519,Arsenal,West Brom,H,
6520,Bournemouth,Leicester,NH,
6521,Chelsea,Man City,NH,
6522,Huddersfield,Tottenham,NH,
6523,Man United,Crystal Palace,H,
6524,Stoke,Southampton,H,
6525,West Brom,Watford,NH,
6526,West Ham,Swansea,H,
6527,Arsenal,Brighton,H,
6528,Everton,Burnley,NH,
6529,Newcastle,Liverpool,NH,
6530,Burnley,West Ham,NH,
6531,Crystal Palace,Chelsea,H,
6532,Liverpool,Man United,NH,
6533,Man City,Stoke,H,
6534,Swansea,Huddersfield,H,
6535,Tottenham,Bournemouth,H,
6536,Watford,Arsenal,H,
6537,Brighton,Everton,NH,
6538,Southampton,Newcastle,NH,
6539,Leicester,West Brom,NH,
6540,West Ham,Brighton,NH,
6541,Chelsea,Watford,H,
6542,Huddersfield,Man United,H,
6543,Man City,Burnley,H,
6544,Newcastle,Crystal Palace,H,
6545,Southampton,West Brom,H,
6546,Stoke,Bournemouth,NH,
6547,Swansea,Leicester,NH,
6548,Everton,Arsenal,NH,
6549,Tottenham,Liverpool,H,
6550,Arsenal,Swansea,H,
6551,Bournemouth,Chelsea,NH,
6552,Crystal Palace,West Ham,NH,
6553,Liverpool,Huddersfield,H,
6554,Man United,Tottenham,H,
6555,Watford,Stoke,NH,
6556,West Brom,Man City,NH,
6557,Brighton,Southampton,NH,
6558,Leicester,Everton,H,
6559,Burnley,Newcastle,H,
6560,Huddersfield,West Brom,H,
6561,Newcastle,Bournemouth,NH,
6562,Southampton,Burnley,NH,
6563,Stoke,Leicester,NH,
6564,Swansea,Brighton,NH,
6565,West Ham,Liverpool,NH,
6566,Chelsea,Man United,H,
6567,Everton,Watford,H,
6568,Man City,Arsenal,H,
6569,Tottenham,Crystal Palace,H,
6570,Arsenal,Tottenham,H,
6571,Bournemouth,Huddersfield,H,
6572,Burnley,Swansea,H,
6573,Crystal Palace,Everton,NH,
6574,Leicester,Man City,NH,
6575,Liverpool,Southampton,H,
6576,Man United,Newcastle,H,
6577,West Brom,Chelsea,NH,
6578,Watford,West Ham,H,
6579,Brighton,Stoke,NH,
6580,West Ham,Leicester,NH,
6581,Crystal Palace,Stoke,H,
6582,Liverpool,Chelsea,NH,
6583,Man United,Brighton,H,
6584,Newcastle,Watford,NH,
6585,Swansea,Bournemouth,NH,
6586,Tottenham,West Brom,NH,
6587,Burnley,Arsenal,NH,
6588,Huddersfield,Man City,NH,
6589,Southampton,Everton,H,
6590,Brighton,Crystal Palace,NH,
6591,Leicester,Tottenham,H,
6592,Watford,Man United,NH,
6593,West Brom,Newcastle,NH,
6594,Arsenal,Huddersfield,H,
6595,Bournemouth,Burnley,NH,
6596,Chelsea,Swansea,H,
6597,Everton,West Ham,H,
6598,Man City,Southampton,H,
6599,Stoke,Liverpool,NH,
6600,Arsenal,Man United,NH,
6601,Brighton,Liverpool,NH,
6602,Chelsea,Newcastle,H,
6603,Everton,Huddersfield,H,
6604,Leicester,Burnley,H,
6605,Stoke,Swansea,H,
6606,Watford,Tottenham,NH,
6607,West Brom,Crystal Palace,NH,
6608,Bournemouth,Southampton,NH,
6609,Man City,West Ham,H,
6610,Burnley,Watford,H,
6611,Crystal Palace,Bournemouth,NH,
6612,Huddersfield,Brighton,H,
6613,Newcastle,Leicester,NH,
6614,Swansea,West Brom,H,
6615,Tottenham,Stoke,H,
6616,West Ham,Chelsea,H,
6617,Liverpool,Everton,NH,
6618,Man United,Man City,NH,
6619,Southampton,Arsenal,NH,
6620,Burnley,Stoke,H,
6621,Crystal Palace,Watford,H,
6622,Huddersfield,Chelsea,NH,
6623,Liverpool,West Brom,NH,
6624,Man United,Bournemouth,H,
6625,Newcastle,Everton,NH,
6626,Southampton,Leicester,NH,
6627,Swansea,Man City,NH,
6628,Tottenham,Brighton,H,
6629,West Ham,Arsenal,NH,
6630,Arsenal,Newcastle,H,
6631,Brighton,Burnley,NH,
6632,Chelsea,Southampton,H,
6633,Leicester,Crystal Palace,NH,
6634,Man City,Tottenham,H,
6635,Stoke,West Ham,NH,
6636,Watford,Huddersfield,NH,
6637,Bournemouth,Liverpool,NH,
6638,West Brom,Man United,NH,
6639,Everton,Swansea,H,
6640,Arsenal,Liverpool,NH,
6641,Brighton,Watford,H,
6642,Burnley,Tottenham,NH,
6643,Everton,Chelsea,NH,
6644,Leicester,Man United,NH,
6645,Man City,Bournemouth,H,
6646,Southampton,Huddersfield,NH,
6647,Stoke,West Brom,H,
6648,Swansea,Crystal Palace,NH,
6649,West Ham,Newcastle,NH,
6650,Bournemouth,West Ham,NH,
6651,Chelsea,Brighton,H,
6652,Huddersfield,Stoke,NH,
6653,Liverpool,Swansea,H,
6654,Man United,Burnley,NH,
6655,Tottenham,Southampton,H,
6656,Watford,Leicester,H,
6657,West Brom,Everton,NH,
6658,Newcastle,Man City,NH,
6659,Crystal Palace,Arsenal,NH,
6660,Bournemouth,Everton,H,
6661,Chelsea,Stoke,H,
6662,Huddersfield,Burnley,NH,
6663,Liverpool,Leicester,H,
6664,Man United,Southampton,NH,
6665,Newcastle,Brighton,NH,
6666,Watford,Swansea,NH,
6667,Crystal Palace,Man City,NH,
6668,West Brom,Arsenal,NH,
6669,Brighton,Bournemouth,NH,
6670,Burnley,Liverpool,NH,
6671,Everton,Man United,NH,
6672,Leicester,Huddersfield,H,
6673,Stoke,Newcastle,NH,
6674,Man City,Watford,H,
6675,Southampton,Crystal Palace,NH,
6676,Swansea,Tottenham,NH,
6677,West Ham,West Brom,H,
6678,Arsenal,Chelsea,NH,
6679,Tottenham,West Ham,NH,
6680,Chelsea,Leicester,NH,
6681,Crystal Palace,Burnley,H,
6682,Huddersfield,West Ham,NH,
6683,Newcastle,Swansea,NH,
6684,Tottenham,Everton,H,
6685,Watford,Southampton,NH,
6686,West Brom,Brighton,H,
6687,Bournemouth,Arsenal,H,
6688,Liverpool,Man City,H,
6689,Man United,Stoke,H,
6690,Arsenal,Crystal Palace,H,
6691,Brighton,Chelsea,NH,
6692,Burnley,Man United,NH,
6693,Everton,West Brom,NH,
6694,Leicester,Watford,H,
6695,Man City,Newcastle,H,
6696,Stoke,Huddersfield,H,
6697,West Ham,Bournemouth,NH,
6698,Southampton,Tottenham,NH,
6699,Swansea,Liverpool,H,
6700,Huddersfield,Liverpool,NH,
6701,Swansea,Arsenal,H,
6702,West Ham,Crystal Palace,NH,
6703,Chelsea,Bournemouth,NH,
6704,Everton,Leicester,H,
6705,Man City,West Brom,H,
6706,Newcastle,Burnley,NH,
6707,Southampton,Brighton,NH,
6708,Stoke,Watford,NH,
6709,Tottenham,Man United,H,
6710,Arsenal,Everton,H,
6711,Bournemouth,Stoke,H,
6712,Brighton,West Ham,H,
6713,Burnley,Man City,NH,
6714,Leicester,Swansea,NH,
6715,Man United,Huddersfield,H,
6716,West Brom,Southampton,NH,
6717,Crystal Palace,Newcastle,NH,
6718,Liverpool,Tottenham,NH,
6719,Watford,Chelsea,H,
6720,Everton,Crystal Palace,H,
6721,Man City,Leicester,H,
6722,Stoke,Brighton,NH,
6723,Swansea,Burnley,H,
6724,Tottenham,Arsenal,H,
6725,West Ham,Watford,H,
6726,Huddersfield,Bournemouth,H,
6727,Newcastle,Man United,H,
6728,Southampton,Liverpool,NH,
6729,Chelsea,West Brom,H,
6730,Bournemouth,Newcastle,NH,
6731,Brighton,Swansea,H,
6732,Burnley,Southampton,NH,
6733,Leicester,Stoke,NH,
6734,Liverpool,West Ham,H,
6735,Watford,Everton,H,
6736,West Brom,Huddersfield,NH,
6737,Crystal Palace,Tottenham,NH,
6738,Man United,Chelsea,H,
6739,Arsenal,Man City,NH,
6740,Burnley,Everton,H,
6741,Leicester,Bournemouth,NH,
6742,Liverpool,Newcastle,H,
6743,Southampton,Stoke,NH,
6744,Swansea,West Ham,H,
6745,Tottenham,Huddersfield,H,
6746,Watford,West Brom,H,
6747,Brighton,Arsenal,H,
6748,Man City,Chelsea,H,
6749,Crystal Palace,Man United,NH,
6750,Chelsea,Crystal Palace,H,
6751,Everton,Brighton,H,
6752,Huddersfield,Swansea,NH,
6753,Man United,Liverpool,H,
6754,Newcastle,Southampton,H,
6755,West Brom,Leicester,NH,
6756,West Ham,Burnley,NH,
6757,Arsenal,Watford,H,
6758,Bournemouth,Tottenham,NH,
6759,Stoke,Man City,NH,
6760,Bournemouth,West Brom,H,
6761,Huddersfield,Crystal Palace,NH,
6762,Liverpool,Watford,H,
6763,Stoke,Everton,NH,
6764,Brighton,Leicester,NH,
6765,Crystal Palace,Liverpool,NH,
6766,Everton,Man City,NH,
6767,Man United,Swansea,H,
6768,Newcastle,Huddersfield,H,
6769,Watford,Bournemouth,NH,
6770,West Brom,Burnley,NH,
6771,West Ham,Southampton,H,
6772,Arsenal,Stoke,H,
6773,Chelsea,Tottenham,NH,
6774,Bournemouth,Crystal Palace,NH,
6775,Brighton,Huddersfield,NH,
6776,Everton,Liverpool,NH,
6777,Leicester,Newcastle,NH,
6778,Man City,Man United,NH,
6779,Stoke,Tottenham,NH,
6780,Watford,Burnley,NH,
6781,West Brom,Swansea,NH,
6782,Arsenal,Southampton,H,
6783,Chelsea,West Ham,NH,
6784,Burnley,Leicester,H,
6785,Crystal Palace,Brighton,H,
6786,Huddersfield,Watford,H,
6787,Liverpool,Bournemouth,H,
6788,Southampton,Chelsea,NH,
6789,Swansea,Everton,NH,
6790,Tottenham,Man City,NH,
6791,Man United,West Brom,NH,
6792,Newcastle,Arsenal,H,
6793,West Ham,Stoke,NH,
6794,Brighton,Tottenham,NH,
6795,Bournemouth,Man United,NH,
6796,Burnley,Chelsea,NH,
6797,Leicester,Southampton,NH,
6798,Watford,Crystal Palace,NH,
6799,West Brom,Liverpool,NH,
6800,Arsenal,West Ham,H,
6801,Man City,Swansea,H,
6802,Stoke,Burnley,NH,
6803,Everton,Newcastle,H,
6804,Burnley,Brighton,NH,
6805,Crystal Palace,Leicester,H,
6806,Huddersfield,Everton,NH,
6807,Liverpool,Stoke,NH,
6808,Newcastle,West Brom,NH,
6809,Southampton,Bournemouth,H,
6810,Swansea,Chelsea,NH,
6811,Man United,Arsenal,H,
6812,West Ham,Man City,NH,
6813,Tottenham,Watford,H,
6814,Brighton,Man United,H,
6815,Bournemouth,Swansea,H,
6816,Everton,Southampton,NH,
6817,Leicester,West Ham,NH,
6818,Stoke,Crystal Palace,NH,
6819,Watford,Newcastle,H,
6820,West Brom,Tottenham,H,
6821,Arsenal,Burnley,H,
6822,Chelsea,Liverpool,H,
6823,Man City,Huddersfield,NH,
6824,Swansea,Southampton,NH,
6825,Chelsea,Huddersfield,NH,
6826,Leicester,Arsenal,H,
6827,Man City,Brighton,H,
6828,Tottenham,Newcastle,H,
6829,West Ham,Man United,NH,
6830,Burnley,Bournemouth,NH,
6831,Crystal Palace,West Brom,H,
6832,Huddersfield,Arsenal,NH,
6833,Liverpool,Brighton,H,
6834,Man United,Watford,H,
6835,Newcastle,Chelsea,H,
6836,Southampton,Man City,NH,
